,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,name,retweet_count,text,tweet_created,tweet_location,user_timezone
10057,569555517502300160,negative,1.0,Customer Service Issue,1.0,US Airways,aterrien5,0,@USAirways might possibly be THE WORST airline ever! I think it's time to brush up on customer service! #sorude,2015-02-22 17:53:11,,
3868,568067065388642304,positive,1.0,,,United,WestlakeSarah,0,@united Thanks to supervisor Miriam who provided me with great customer service. #finally,2015-02-18 15:18:37,"New York, NY",Quito
10222,569483987564961792,negative,1.0,Customer Service Issue,0.6655,US Airways,sydsimone,0,"@USAirways was on hd for 1hr and 3min at 3:00am since my flgt  from DCA to MSY was Cancelled Flightled, still trying to get out. On hold now 50minssss",2015-02-22 13:08:57,,
12467,570177012360462336,negative,1.0,longlines,0.3611,American,JayFranceschi,0,"@AmericanAir machines are broken, lines are out the door for self service, cust. Support, and bag check in.",2015-02-24 11:02:47,,Quito
603,570257563003920384,negative,0.6354,Flight Attendant Complaints,0.6354,United,CassiusCCIDog,0,@united Had to explain to a very over eager flight attendant trying to ask about my vision that my @ccicanine was not a guide dog!,2015-02-24 16:22:52,,
9691,569716670689902592,neutral,1.0,,,US Airways,rgilbane,0,@USAirways Looking for some help to recover an item I left on an airplane this evening,2015-02-23 04:33:33,Rhode Island,Eastern Time (US & Canada)
12676,570065322369101824,negative,1.0,Customer Service Issue,0.3579,American,JasonShaw2,4,@AmericanAir Pay for my accommodations when you are the ones Cancelled Flightling it for no reason and I know your saying (lying) it cause of weather,2015-02-24 03:38:58,Belleville,Eastern Time (US & Canada)
7835,569211529880576001,neutral,1.0,,,Delta,Farehack,0,@jetblue @viraltech creates institutional quality machine driven JetBlue Revenue predictive analytics and forecasts using public Big Data ;),2015-02-21 19:06:18,,
7112,569934977963573248,positive,0.6697,,,Delta,SmokeeRobinson,1,"Yall tried it. ""@JetBlue: Our fleet's on fleek. http://t.co/62GoDFaKNB”",2015-02-23 19:01:02,"Jersey bred, Atlanta resident",Eastern Time (US & Canada)
12883,569992602025644034,negative,1.0,Damaged Luggage,0.6663,American,SamuelMondo,0,@AmericanAir cannot understand how you are part of oneworld all other member treat their customers fairly #tcf #oldplanes #damageluggage,2015-02-23 22:50:00,Manchester,London
9713,569701192449654784,negative,1.0,Customer Service Issue,1.0,US Airways,UnluckyDon,0,@USAirways Instructions say to CALL. I'm just doing what it said to do.,2015-02-23 03:32:03,"Santa Cruz, CA",
4548,570035287679590400,neutral,0.6664,,0.0,Southwest,MauLoaIkaika73,0,@SouthwestAir @Imaginedragons I tried. 😔 It's okay,2015-02-24 01:39:37,,Pacific Time (US & Canada)
14548,569600985007558656,positive,0.6868,,,American,IoanGil,0,@AmericanAir I hope you like the photo :) http://t.co/p7fSLuxEGW,2015-02-22 20:53:52,,London
12747,570038580967383042,negative,1.0,Flight Attendant Complaints,0.6812,American,garytx,0,.@AmericanAir Advised GAs and pilot of my flight. Too bad no one took action.,2015-02-24 01:52:43,"Austin, Texas area",Central Time (US & Canada)
5942,568468372524023808,negative,1.0,Can't Tell,0.6806,Southwest,Kbaiocchi,0,@SouthwestAir there is a good chance myself nor anyone else in this airport will ever be Flight Booking Problems southwest again..,2015-02-19 17:53:16,CT ,Eastern Time (US & Canada)
6284,568082656413552640,negative,0.6476,Lost Luggage,0.6476,Southwest,JohnGillenwater,0,@SouthwestAir after a long wait of over an hour my mother's bag did not make it. We filed a report and are waiting. Thanks for your help,2015-02-18 16:20:34,Richmond and Virginia Beach,Eastern Time (US & Canada)
13621,569795284764532736,negative,1.0,Customer Service Issue,0.659,American,flemmingerin,0,"@AmericanAir but really, can you DM me on here to verify if you've booked a hotel for our extra night here? Kinda unsettling to get a call",2015-02-23 09:45:56,San Diego,
10647,569015470025793536,negative,1.0,Customer Service Issue,1.0,US Airways,_G_Stevens,0,@USAirways I've been on hold for 75 minutes waiting to talk to someone about my flight tomorrow. Is there another number to call?,2015-02-21 06:07:14,NYC,Eastern Time (US & Canada)
4790,569735142564102145,positive,1.0,,,Southwest,Ryguys0fly,0,@SouthwestAir loved it!,2015-02-23 05:46:57,"Washington, DC",
4259,567745362727686145,negative,1.0,Late Flight,1.0,United,JenSpnSuperstar,0,@united my mother's flight was delayed from phl-ord. We're on our way to NRT and the gate refused to upgrade. A platinum.  Blegh,2015-02-17 18:00:17,"Houston, Texas",Central Time (US & Canada)
9452,569930292024221696,negative,1.0,Late Flight,1.0,US Airways,RuthieSeale,0,@USAirways your delayed flight out of Wilmington made me miss my flight out of Charlotte. Figure out how to take off and arrive on time.,2015-02-23 18:42:25,Aldie va,
8150,568679098920206337,negative,0.6242,Cancelled Flight,0.6242,Delta,paupaucda,0,@JetBlue it's ok. Things happen. Just very frustrated when you have to change your schedule. See you tomorrow for a new rescheduled flight.,2015-02-20 07:50:37,,Pacific Time (US & Canada)
5888,568513072819646464,negative,0.6515,Customer Service Issue,0.6515,Southwest,LindseyCason,0,"@SouthwestAir experiencing the worst customer service ever currently. Waited for CS rep, then put ""on hold"" but actually was hung up on.",2015-02-19 20:50:53,Houston,Central Time (US & Canada)
14040,569674725623926784,negative,1.0,longlines,0.6669,American,reebokpumped,0,"@americanair Plz bring more agents up to DFW AA Cstmr srvc ctr gates A, there are only 2 agents and 100+ ppl... http://t.co/uCvEU2hurZ",2015-02-23 01:46:53,Milwaukee,Central Time (US & Canada)
7328,569668536966053888,negative,1.0,longlines,0.3444,Delta,SaulFernandezS,0,@jetblue I'm dissapointed in the way paseengers on flight 0510 in Santo Domingo have been treated. 9hrs to board the plane and no info given,2015-02-23 01:22:17,,Santiago
5437,569022042349051905,neutral,0.6967,,0.0,Southwest,Kayyyyy_Jo,0,@SouthwestAir absolutely required? Are the flights going to be 100% Cancelled Flighted?,2015-02-21 06:33:21,"Columbus, OH",Central Time (US & Canada)
11225,568397140977979392,negative,1.0,Customer Service Issue,1.0,US Airways,NovaCat91,0,@USAirways [Part 2 of 2] she tried calling cust serv and the system hung up and her. Twice. Are you having system issues? Please advise.,2015-02-19 13:10:13,"40.0587, -75.3659",Eastern Time (US & Canada)
2301,569271561481531392,neutral,0.6651,,0.0,United,BekeAbe,0,@united can I get your service desk # at IAD?,2015-02-21 23:04:51,Gooner,Eastern Time (US & Canada)
1484,569702566126325760,negative,1.0,Customer Service Issue,0.6856,United,raisas91,0,@united i did but i got nothing from it. Just dissapointment =(,2015-02-23 03:37:30,,
6993,569961511440879616,neutral,1.0,,,Delta,Kameo_12,0,“@JetBlue: Our fleet's on fleek. http://t.co/XX5QSCjlL1” @BrandsSayingBae #Freberg15,2015-02-23 20:46:28,"Cadiz/Louisville, Kentucky",Mountain Time (US & Canada)
4552,570034301774884865,positive,1.0,,,Southwest,NikkiDan96,0,@SouthwestAir beyond ready,2015-02-24 01:35:42,,
5511,568929816797323265,neutral,0.6522,,0.0,Southwest,davidgoodson71,1,@SouthwestAir just do it that easy,2015-02-21 00:26:53,,
5478,568956596862066688,neutral,0.6739,,0.0,Southwest,ThomRegan,0,"@SouthwestAir I think that flight was supposed to go to Houston as well, in case someone could check that?",2015-02-21 02:13:18,"USA, USA!",Eastern Time (US & Canada)
9496,569905936980185088,negative,1.0,Customer Service Issue,0.6736,US Airways,daknadler,1,@USAirways : You Make the Reservation; We'll Make the Excuses! #usairwaysfail,2015-02-23 17:05:38,Jacksonville,Eastern Time (US & Canada)
1918,569521081125629953,negative,1.0,Customer Service Issue,0.6703,United,bushth07,0,"@united Found flight after 2.5 hrs. How am I offered a $200 flight voucher 12 hrs before, lose my seat out of neglect, then get nothing?",2015-02-22 15:36:21,43206,Eastern Time (US & Canada)
5343,569179631409958912,negative,1.0,Customer Service Issue,1.0,Southwest,dan_humboldt,0,@SouthwestAir been on hold for over an hour to speak to a customer service rep. What the heck?? #Southwest #customerservice,2015-02-21 16:59:33,,
10700,568964227366387713,positive,1.0,,,US Airways,GREATNESSEOA,0,@USAirways you can thank supervisor Jeanine and her coworkers for the excellent customer service they provided,2015-02-21 02:43:37,McKinney TX,
3043,568779794902614016,negative,1.0,Cancelled Flight,1.0,United,blastedgtl,0,@united My guess:flight is going to be Cancelled Flightled because there are 16 empty seats and those who confirmed are not important. #frustrated,2015-02-20 14:30:45,,Quito
6561,567778453006655488,negative,1.0,Customer Service Issue,1.0,Southwest,dominoeffect01,0,"@SouthwestAir been on the phone for about an hour waiting..can you please answer, Thank You!  #notcool",2015-02-17 20:11:46,New Orleans/Dallas,Central Time (US & Canada)
3262,568564675312545792,negative,1.0,Late Flight,1.0,United,acmejla,0,@united yet again you disappoint. Sitting at IAD for UA3728 for 3.5hrs and you can't seem to know why the plane hasn't left Albany. #Fail,2015-02-20 00:15:56,"Carmel, IN",Eastern Time (US & Canada)
11369,568165058229997569,negative,1.0,Late Flight,0.6842,US Airways,RayAllStar28,0,@USAirways this made me have to Cancelled Flight my car reservation and it came out to more money...why did you reschedule a time without the crew?,2015-02-18 21:48:00,"Lawrence, MA",
9419,569943774253621248,negative,1.0,Bad Flight,0.684,US Airways,ac_choplick,0,@USAirways Seat 8D on Flight 545 last night is the worst seat I've ever been in.  No leg room! #dividendsmember http://t.co/NUhpLNXRIq,2015-02-23 19:35:59,,Hawaii
4032,567862586374529026,negative,1.0,Late Flight,0.3612,United,Tgoody9,0,@united haha that's fine. Still won't fly @united ever again. Seems like you guys have more problems than anyone else.,2015-02-18 01:46:05,"Sarasota, Florida ",Central Time (US & Canada)
10600,569143443512897536,negative,1.0,Late Flight,0.6669,US Airways,lfothergill,0,@USAirways can you please post wait time-have been on hold for two hours,2015-02-21 14:35:45,"Pittsford, Vermont",Atlantic Time (Canada)
2812,568885581297651713,neutral,0.6491,,0.0,United,jeeden_1,0,"@united Not waiving change fees with the snow storm coming tomorrow? IAD is under Winter Storm warning tomorrow already, what's up?",2015-02-20 21:31:06,"Purcellville, VA",
7731,569300522705883136,positive,0.6747,,,Delta,spaceracedjs,0,@JetBlue thank you!,2015-02-22 00:59:56,Brooklyn,Eastern Time (US & Canada)
9093,570230527032229889,negative,1.0,Can't Tell,0.6661,US Airways,HRKatWrangler,0,@USAirways Your policy needs a serious revision for babies.  Fortunately I have choices and choose @Southwest from here on out.,2015-02-24 14:35:26,"Hudson Valley, NY",Atlantic Time (Canada)
4928,569644213224148993,positive,1.0,,,Southwest,hustler4life_,0,@SouthwestAir Leave BUR ten minutes Late Flight and arrive in SJC a minute before we were supposed to... Impressed! #gettingbetter 👍,2015-02-22 23:45:38,,Pacific Time (US & Canada)
14397,569621367806664705,negative,0.6646,Cancelled Flight,0.6646,American,txbu20,0,@AmericanAir why was my flight from Miami to Dallas Monday  rescheduled to Tuesday?,2015-02-22 22:14:51,"waco, texas",
3704,568178946585579520,negative,1.0,Can't Tell,0.6739,United,GeorgeMcflyOG,0,@united you have yourselves to blame for giving me the time to get drunk and tell you how I feel about your overpriced sub par airline,2015-02-18 22:43:11,NJ ,Eastern Time (US & Canada)
13449,569860677650636801,negative,1.0,Cancelled Flight,1.0,American,chrisjennison,0,@AmericanAir why Cancelled Flight #1605 on 6/25 &amp; 6/28? Flights now 4 hrs longer &amp;  have layovers. Too Late Flight to find a reasonably priced alternative.,2015-02-23 14:05:47,@MontgomeryCoMD / SYR / HHI,Eastern Time (US & Canada)
14101,569666687253008384,negative,1.0,Late Flight,0.6749,American,agoldenbrown,0,@AmericanAir #flight293 was supposed to depart at 745 and at 815 we still have not boarded.,2015-02-23 01:14:56,NYCATL,Eastern Time (US & Canada)
178,569348775631675392,negative,1.0,Cancelled Flight,0.3709,Virgin America,ChrysiChrysic,0,@VirginAmerica shame on VA for making people spend money in stranded cities when other airlines are landing at JFK! Who will reimburse me?,2015-02-22 04:11:40,,
5499,568945176401457153,negative,1.0,Customer Service Issue,1.0,Southwest,davidgoodson71,2,@SouthwestAir is that the same reliable system couldn't find my info and then said it refund my credit card ?,2015-02-21 01:27:55,,
2477,569179849518161920,positive,1.0,,,United,grahamh00,0,@united you're good. Thank you!,2015-02-21 17:00:25,"Enfield, CT",Eastern Time (US & Canada)
2424,569213892980641792,negative,0.6517,Flight Attendant Complaints,0.3371,United,marynevis,0,@united Friend at O'Hare and can't get on flight bc they say no proof he bought 1st class tkt. He has boarding pass.,2015-02-21 19:15:42,"Beautiful Stockton, CA",Pacific Time (US & Canada)
7263,569716857869107200,negative,1.0,Flight Attendant Complaints,0.6312,Delta,BubbaLucius,0,"@JetBlue 2 words: ""staff training."" What a joke-",2015-02-23 04:34:18,OP NY,
8249,568558887290441728,negative,1.0,Bad Flight,0.6990000000000001,Delta,superhilarious,0,@JetBlue :/ he was trying to take stuff from the under the seat in front of him and bugging out throughout the flight. Didn't feel safe.,2015-02-19 23:52:56,,Central Time (US & Canada)
2942,568821307766222848,negative,1.0,Flight Booking Problems,0.6954,United,LifeofPL,0,@united uh - I booked it through the UA website. Why the price change?,2015-02-20 17:15:42,,
4443,570252528245456897,neutral,1.0,,,Southwest,jordan_mcflyy,0,@SouthwestAir hey southwest! Help me find a flight from Nashville - Washington DC or Raleigh for under $150 on March 15 please!,2015-02-24 16:02:52,,Central Time (US & Canada)
5126,569324035835711489,positive,0.6972,,,Southwest,AStempleimages,0,@SouthwestAir Thx for the GRAND view today! FLT 3825 SEATAC to PHX. #GrandCanyon #Arizona #Wow #Love #Photography http://t.co/D7pQOUAtdF,2015-02-22 02:33:22,"San Juan Island, WA",Pacific Time (US & Canada)
12390,570204930520190978,neutral,0.6755,,0.0,American,lindsey_kolb,0,@AmericanAir 3659 from SGF -&gt; DFW. You might want to clear off the ice for the planes landing. 😳,2015-02-24 12:53:43,Missouri State University,Central Time (US & Canada)
6904,570044715321569280,neutral,1.0,,,Delta,DeputyBrans,0,@JetBlue Do you have any flights with lie flat seating from STL to PDX on or around the date of March 5?,2015-02-24 02:17:05,,
10994,568632534117908480,negative,0.6809,Bad Flight,0.3404,US Airways,syfialkoff,0,@USAirways your new seat assignment service is an embarrassment to airlines and customers worldwide. #shameonyou #usairwayssucks,2015-02-20 04:45:35,,
3117,568656888935481344,positive,0.6452,,0.0,United,JenniferWalshPR,0,@united I especially like how you upgraded three of your crew members to first class instead of passengers. #keepitclassy #customerservice,2015-02-20 06:22:22,Houston,Central Time (US & Canada)
12103,570290220589027328,negative,1.0,Can't Tell,0.6447,American,PBSamson,0,"@AmericanAir spent $8 for the choppiest feed of ""Whiplash"" ever. #americanairlinesfail #iwantmymoneyback",2015-02-24 18:32:38,"Los Angeles, CA",Pacific Time (US & Canada)
12725,570044497330987008,negative,1.0,Cancelled Flight,1.0,American,krescate,0,"Without notifying though? “@AmericanAir: @krescate We don't like Cancelled Flightling flights, Kim, but weather has not played nice with us.""",2015-02-24 02:16:13,San Diego,Pacific Time (US & Canada)
9238,570042796624777216,negative,1.0,Customer Service Issue,0.6733,US Airways,chuckbaker5,1,@USAirways. Yet another delay/missed connection....and your customer service has an attitude with me? Wow.,2015-02-24 02:09:28,,
13794,569715860241129472,negative,1.0,Lost Luggage,1.0,American,pet1713,0,@AmericanAir that luggage you forgot...#mia.....he just won an oscar😄💝💝💝,2015-02-23 04:30:20,Houston TX,Eastern Time (US & Canada)
9784,569669547210309632,negative,1.0,Customer Service Issue,0.3389,US Airways,weezerandburnie,0,"@USAirways ur specialist said they would talk to the stewardess about not serving drunks drinks, REALLY how does that help",2015-02-23 01:26:18,Belle MO,
2964,568813570709782529,neutral,0.6915,,0.0,United,_mhertz,0,@united just emailed Jim Compton and Jeff Smisek so hopefully you pay attention now,2015-02-20 16:44:57,,Pacific Time (US & Canada)
7159,569924375723560961,neutral,1.0,,,Delta,EverCastro92,0,Please don't. RT “@JetBlue: Our fleet's on fleek. http://t.co/gdzadXzBYA”,2015-02-23 18:18:54,"Chapel Hill, NC",Eastern Time (US & Canada)
6247,568098977545134080,negative,1.0,Late Flight,0.6559,Southwest,LauraGina,0,.@SouthwestAir 3 days &amp; still not home. Not even off the ground. 3. Days. #PastMyPatienceExpirationDate,2015-02-18 17:25:25,"Beaufort, South Carolina",Eastern Time (US & Canada)
9569,569870657246404608,negative,1.0,Flight Attendant Complaints,0.6869,US Airways,ashwatson3,0,"@USAirways i have never been treated so poorly by an airline in my life, as a military family we do alot of flying..",2015-02-23 14:45:27,,
7615,569504946120298496,positive,1.0,,,Delta,SMHillman,0,What can I say other than when it comes to my #BrandLoveAffair w/ @jetblue ur my #soulandinspiration https://t.co/IGkoGyWksr #umosaicmecrazy,2015-02-22 14:32:14,"New York, NY",Eastern Time (US & Canada)
9931,569609828831780865,neutral,1.0,,,US Airways,AbbieBjugstad,0,@USAirways Do you have Bereavement discount on airfare as my grandfather just passed and need to attend his funeral this week.,2015-02-22 21:29:00,,
2480,569177940027674624,neutral,0.6487,,0.0,United,weymouth371,0,@united  no thanks,2015-02-21 16:52:50,Canton Mass,Quito
2221,569308775435390976,negative,1.0,Bad Flight,1.0,United,damahoff,0,"@united Additionally, my husband paid for tv service &amp; it stopped working about halfway through the flight.",2015-02-22 01:32:43,"Milwaukee, WI",Central Time (US & Canada)
39,570035876845084672,negative,1.0,Customer Service Issue,1.0,Virgin America,DannyDouglass,0,@VirginAmerica Your chat support is not working on your site: http://t.co/vhp2GtDWPk,2015-02-24 01:41:58,"San Francisco, CA",Pacific Time (US & Canada)
13460,569857475098202113,negative,1.0,Customer Service Issue,0.6575,American,ScottCarmichae1,0,@AmericanAir Your customer service sucks! You rep should not be yelling at a caller regarding the weather in DFW.  Hope you go bankrupt!,2015-02-23 13:53:04,"Dallas, TX",Central Time (US & Canada)
13153,569927042931814400,negative,1.0,Late Flight,0.3807,American,wellapp,0,@americanair 30 minutes since landing - flight 1531 from Miami and no luggage- what's the delay,2015-02-23 18:29:30,NYC area,Eastern Time (US & Canada)
5904,568495464015929344,neutral,1.0,,,Southwest,saianel,0,@SouthwestAir Do y'all know when the new routes from HOU to Aruba &amp; Puerto Vallarta will be available?,2015-02-19 19:40:55,Texas,Mountain Time (US & Canada)
13601,569805235255783424,negative,1.0,Customer Service Issue,1.0,American,flemmingerin,0,"@AmericanAir @nickcunningham1 Except now there is no wait time, the phone system just hangs up on you. So continuing to hold won't help.",2015-02-23 10:25:29,San Diego,
3168,568620841325301760,negative,0.6455,Can't Tell,0.6455,United,SupaZ22,0,@united any solutions?,2015-02-20 03:59:07,"Chicago, Illinois.",Eastern Time (US & Canada)
1776,569590151657103360,neutral,0.6423,,0.0,United,tspinnersbride,0,@united I don't know what DM the confirmation number means.,2015-02-22 20:10:49,,
7364,569644634386911232,negative,1.0,Can't Tell,0.7065,Delta,GinaMarie_F,0,@JetBlue WELL...my paid tickets have NO assigned seats at all. So essentially I won't be on this flight unless I pay more.,2015-02-22 23:47:18,Brooklyn =),Eastern Time (US & Canada)
629,570237629775675392,neutral,0.6051,,0.0,United,brimalxx,0,"@united bet you wont honour them, like mine ey",2015-02-24 15:03:40,Manchester,
13595,569811246096064512,negative,1.0,Customer Service Issue,1.0,American,flyneverdies,0,@AmericanAir interested in possibly changing my flight to another day...need to see if there are any fees but your number is busy,2015-02-23 10:49:22,cali bound,Central Time (US & Canada)
14571,569597742693154816,negative,1.0,Customer Service Issue,0.6733,American,jadedhippie09,0,@AmericanAir I understand weather is not your fault but ur cs reps are atrocious. I am NOT happy nor will I EVR fly w/ u again.,2015-02-22 20:40:59,,
14399,569621228048089088,negative,0.7107,Cancelled Flight,0.7107,American,jmgscott,0,"@AmericanAir 1491 DEN -&gt; DFW. We don't want to be ticketed on a new flight, just refunded for our Cancelled Flighted flight.",2015-02-22 22:14:18,"Dallas, TX",Central Time (US & Canada)
12022,570267592478191617,neutral,0.6809,,0.0,American,pbpinftworth,0,@americanair I sure do. I'm running version 3.10.0,2015-02-24 17:02:43,"DFW, TX",Central Time (US & Canada)
1005,569967841727942657,neutral,1.0,,,United,DavidAlfieWard,0,"@united hi guys, do you have a general enquires email address please? Thanks David.",2015-02-23 21:11:37,London UK & USA,
931,570004470370676737,neutral,1.0,,,United,family6travels,0,@united I have a 0530 flight out of DFW on Tuesday. How far in advance will you give notice if Cancelled Flightled?,2015-02-23 23:37:10,,
589,570264153559949313,positive,0.6629999999999999,,0.0,United,JoshuaIsWrong,0,"@united 441, which also had 1 working WC in coach. Good thing this bird landed ahead of schedule. I have to use the WC stat.",2015-02-24 16:49:03,Austin · LA · London · NY · SF,Eastern Time (US & Canada)
2492,569168884798005248,negative,1.0,Customer Service Issue,1.0,United,les_gingem,0,@united Was just hung up on by customer service after waiting 30 min on hold...guess that vacation's not happening? Website wasn't working.,2015-02-21 16:16:51,,
4699,569922915472244736,neutral,1.0,,,Southwest,LenaRodGon,0,@SouthwestAir need assistance getting an extension on a flight that has expired.,2015-02-23 18:13:06,,Central Time (US & Canada)
14345,569630885450002432,negative,0.6619,Late Flight,0.6619,American,superyan,0,@AmericanAir TY Can you confirm or deny if AA953 left JFK? I want to figure out if more delays are in store. Internet giving different info.,2015-02-22 22:52:40,,
5398,569146045306793984,negative,1.0,Customer Service Issue,0.6452,Southwest,EmilySandvik,0,@SouthwestAir I've been on hold for 2 hours!  When will you answer??,2015-02-21 14:46:06,,
8362,568439661590396928,negative,1.0,Can't Tell,0.6729,Delta,ZKatcher,0,@JetBlue How is travel bank credit issued by your company fraud - I acquired credit from family friend Charles Kravitz - see his account,2015-02-19 15:59:11,"Washington, DC",Eastern Time (US & Canada)
1119,569921652374577153,negative,0.6768,Late Flight,0.6768,United,brianaverna,0,@united flight 3763 IAd-Sat. We're on the outdoor track for an hour,2015-02-23 18:08:05,"CT, NY and most other states",Eastern Time (US & Canada)
3596,568248180057325568,neutral,1.0,,,United,MarshBrentnall,0,@united can you please tell me where United flies to from Sydney Australia - pref Asia Pac or US as I have a voucher to redeem.,2015-02-19 03:18:18,"Rozelle, NSW",Sydney
4028,567864117047865344,negative,1.0,Damaged Luggage,1.0,United,christruncer,0,"@united I can’t go back to the airport, I’m working, and won’t have time.  Are you telling me there is seriously no other way?",2015-02-18 01:52:10,Washington DC,Eastern Time (US & Canada)
11330,568208413286477825,negative,1.0,Customer Service Issue,0.6526,US Airways,ximplosionx,0,@USAirways Ya'll need to work on your online checkout system. Two bank transactions for one ticket is bush league. Yell at your devs.,2015-02-19 00:40:17,"Redmond, WA",Eastern Time (US & Canada)
5666,568827958527275008,positive,1.0,,,Southwest,alycam,0,@SouthwestAir shhhh i don't want something else to steal our deal😉,2015-02-20 17:42:08,Kansas City,Central Time (US & Canada)
3268,568562765654159361,negative,0.6639,Bad Flight,0.6639,United,Caraba10,0,@united what is the problem with your flights to ny today,2015-02-20 00:08:21,,
5845,568553101587832832,positive,0.7065,,0.0,Southwest,jwfitz12,0,"@SouthwestAir nvm, gate said they're holding connections. Thanks for quick response!",2015-02-19 23:29:57,Chapel Hill,Eastern Time (US & Canada)
2560,569077766022246400,negative,1.0,Late Flight,0.6689,United,DaRenton,0,@united already missed connection... UA 495,2015-02-21 10:14:47,Colorado,Mountain Time (US & Canada)
3484,568391639158226944,negative,0.6658,Flight Attendant Complaints,0.6658,United,llbeefpatties,0,@united spends 20 minutes beating up a lady about her bag fees.  Random stranger comes up and pays the fee.  #Randomactsofcorporategreed,2015-02-19 12:48:21,,
683,570188934564737024,negative,1.0,Cancelled Flight,1.0,United,bcarlsrud,0,@united checking to see why flight 3466 (atl-ord) got Cancelled Flighted?,2015-02-24 11:50:10,,Central Time (US & Canada)
14123,569664087740715008,negative,1.0,Late Flight,0.3706,American,RalphPearce3,0,@AmericanAir unfriendly unhelpful agents. Unannounced gate changes. Delayed flight that we found out about by word of mouth,2015-02-23 01:04:37,,Pacific Time (US & Canada)
2368,569243270745866240,negative,0.7125,Can't Tell,0.7125,United,justleon,1,@united I need #United to be a better airline!!,2015-02-21 21:12:26,New York City,Eastern Time (US & Canada)
2938,568824987244584961,negative,1.0,Bad Flight,0.6947,United,markbrownwriter,0,@united I'm not know if the seats are actually narrower than other seats but they feel like it. Or maybe I'm extra bloated.,2015-02-20 17:30:19,"Studio City, CA",Tehran
1813,569571772355489792,negative,1.0,Customer Service Issue,1.0,United,aDeniseHuxtable,0,@united called back and I've been on hold. What is the issue?! I have a confirmation number and an email that shows how much I've paid,2015-02-22 18:57:47,Nueva York,Quito
5536,568913412505251840,negative,1.0,Bad Flight,0.67,Southwest,bjawalka,0,@SouthwestAir http://t.co/tTXRSyNLxr doesn't work on my flight. Just fyi.,2015-02-20 23:21:42,"San Antonio, TX",Central Time (US & Canada)
11364,568169732895051777,neutral,0.6499,,0.0,US Airways,dsearls,0,"@USAirways Thanks. Suggestion: stop the promo messages after a bit and just run music &amp; a msg that says ""call volume is high."" #vrm",2015-02-18 22:06:35,"SBA, BOS, JFK, EWR, SFO, LHR",Pacific Time (US & Canada)
14296,569641247075213312,negative,1.0,Flight Attendant Complaints,0.3769,American,cwalshnews,0,@AmericanAir flight 1081 from IAD to LAX sat for more than 3hrs because ground crew couldn't drive in snow #badmgmt #AmericanAirlines,2015-02-22 23:33:51,,Pacific Time (US & Canada)
12136,570279220502511617,negative,1.0,Cancelled Flight,1.0,American,SusieBarre,0,@AmericanAir my flight 386 from Jacksonville fl to Dallas is showing Cancelled Flightled. What is going on?  Am I rebooked on another flight?,2015-02-24 17:48:56,,
12742,570040802845421568,negative,0.7020000000000001,Lost Luggage,0.7020000000000001,American,AMoChapman,0,"@AmericanAir thanks, but I had to hire a car in Chicago and drive to MKE. Does that mean I have to go to the airport?????",2015-02-24 02:01:32,'Straya',Sydney
7900,569036471232892929,positive,0.6742,,,Delta,traciglee,0,"@JetBlue 162, SMF to JFK!",2015-02-21 07:30:41,"New York, NY",Eastern Time (US & Canada)
9950,569602860020850688,negative,1.0,Flight Attendant Complaints,0.6545,US Airways,JeffersRich,0,"@USAirways  Flight 4454 aircraft at gate, but no crew?  Will be 2+ hours Late Flight to destination. Come on!",2015-02-22 21:01:19,"Windermere, Florida",
10558,569184069734395906,neutral,1.0,,,US Airways,shivadelrahim,0,@USAirways what is contact info to upgrade using advantage miles?,2015-02-21 17:17:11,,
1815,569570819757752320,negative,1.0,Customer Service Issue,1.0,United,aDeniseHuxtable,0,@united check in and it's still saying I haven't paid. I've called back twice was on hold for 30 minutes then they answered and hung up. I,2015-02-22 18:54:00,Nueva York,Quito
8994,570295637708816384,negative,1.0,Customer Service Issue,0.6654,US Airways,CLChicosky,0,"@USAirways ur ""response"" was: my ""inconvenience was of no matter."" U wanted me sit for 3 xtra nights in the city w/out comp! #donotflyusair",2015-02-24 18:54:10,,
1192,569900832616943616,negative,1.0,Late Flight,1.0,United,kermudgeon,0,@united  #UnitedAirlines  how long will1531 be delayed.,2015-02-23 16:45:21,Colorado,America/Chicago
1322,569831129773027329,negative,1.0,Flight Attendant Complaints,0.3563,United,fredcarlton,0,"@united why do I check in online if I still have to wait in line for an hour to ""check in"" at counter? #fuckinlame  @naia_miaa",2015-02-23 12:08:22,,Pacific Time (US & Canada)
13369,569880374651650048,neutral,0.6663,,0.0,American,BF_StarNews,0,@AmericanAir please confirm 2917 from CID-DFW at 11:30 departure will be/is Cancelled Flighted. Don't want to make the hour drive!,2015-02-23 15:24:03,"Plano, TX",
5143,569311482950897665,negative,1.0,Lost Luggage,1.0,Southwest,scoobydoo9749,0,@SouthwestAir bags fly free..just not to where you're going.,2015-02-22 01:43:29,"Tallahassee, FL",America/Chicago
12002,570271904508092416,positive,1.0,,,American,superyan,0,Just got off the phone @AmericanAir customer service. Only 8 minutes to get my issue resoled. You guys are awesome.,2015-02-24 17:19:51,,
6115,568214541852495872,neutral,1.0,,,Southwest,cosmicghoul,0,@SouthwestAir i cant look up my confirmation number at the moment on mobile. the email is no longer in my inbox,2015-02-19 01:04:38,they/them,Pacific Time (US & Canada)
